article_id,cluster
225784044,1293
225784045,108
226011008,258
226959007,1622
226959008,870
226959009,1522
228257001,152
228257002,1266
228257003,1266
228257004,152
228257005,152
228257008,152
233091003,1890
233091015,980
233091016,1890
233091019,1890
233091020,1890
233091021,1890
233091022,1890
233672016,1311
234187001,1288
234187030,1281
234421001,152
234421002,152
234421004,152
234432001,152
234432002,1266
234622003,878
234622004,73
234622007,108
235596002,112
235732024,52
235732026,484
235732029,562
237032003,1352
237222001,570
237222012,681
237222016,1899
237347004,570
237347011,560
237347017,541
237347022,1762
237347024,1899
237347025,603
237347027,681
237347028,541
237347031,232
237347035,78
237347036,541
237347037,78
237347039,238
237347040,1899
237347043,238
237347044,541
237347045,681
237347052,232
237347053,390
237347055,560
237347059,126
237347060,560
237347063,541
237347069,681
238197014,1762
238197030,78
238197034,14
240561001,152
240670058,78
240670060,821
240840032,479
241412034,1313
241412037,1379
241412038,875
241412043,277
241412044,875
241412045,768
241412046,1223
241412052,1223
241436001,114
241436006,1410
241486015,1149
241486016,1149
241590001,1407
241602003,1407
241602018,1692
241602023,1692
241602024,127
241602027,127
241602028,127
242354009,602
243613004,1352
243937001,1622
243937018,671
243937023,1522
243937024,870
243937025,1622
243937028,1622
244267001,1838
244267004,89
244267017,1027
244267021,40
244267027,71
244267028,1838
244267029,1027
244267032,157
244269018,712
244269019,712
244269020,600
244853002,122
244853030,1940
244853032,1940
244853036,1970
245348002,1269
247072018,504
247072020,1153
247072022,879
247072023,879
247072025,1153
247072026,1153
247072031,997
247072032,1153
249136006,899
249136011,1706
249136015,899
249136019,899
249136020,899
249136022,899
249136023,899
249136025,899
249136028,899
249136034,899
250099001,152
250099002,152
250457010,1715
251510001,152
252229001,1379
252298002,1832
252298005,1832
252298006,1832
252298013,311
252298014,764
252298015,1769
252298016,311
253176016,577
253448001,616
253448002,696
253448003,1729
253448056,482
253448059,448
253448062,448
254303049,683
254303050,683
254303051,683
254303054,683
254303055,683
254303056,683
254303057,683
254303058,683
254303059,683
254457030,518
254457031,464
254457033,464
254457034,518
254457037,518
254457038,464
254457039,518
254940026,403
255396006,1313
255396007,1379
255396010,1245
255396018,1313
255396023,1064
255396024,1379
255396025,1313
255396033,230
255396042,1313
256096022,1970
256096023,1560
256151014,1832
256151015,1832
256511038,28
256511039,1650
256513038,608
257430026,1907
257430027,1907
257430029,155
257430030,155
257430032,1907
257430035,1907
257430036,155
257667055,232
257667061,78
258650001,1786
260736025,1960
260736026,1960
260736028,1960
260736029,1960
260736030,1960
260736032,1960
260736033,1960
261526007,583
261526010,572
261606001,1149
261606016,735
261606022,1923
261840008,583
261840009,583
262277009,1346
262277011,1572
262277026,176
262277029,1346
264713001,77
264713028,820
264984001,570
265069012,1884
265069014,878
265069020,1884
265069021,674
265069024,1647
265069025,301
265069026,1884
265071012,108
265071013,386
265071020,1960
265071021,674
265071022,1960
265071025,1960
265071027,1960
265071028,1960
265071030,1960
265071034,1960
265630004,1622
265630006,870
266168001,152
266168003,1266
266873001,1622
266873006,870
266873009,870
266875001,1622
266875006,502
266875012,1522
266875014,1522
266875015,1089
266875019,1089
266875022,1522
266875024,1089
268305001,1559
268305006,857
268305007,612
268305008,68
268450034,674
268450035,878
268450036,1647
269342021,1738
269342023,1738
269342025,676
269342026,660
269342027,908
270375001,1559
270375004,612
270375005,857
270375006,625
270381001,857
270381003,1559
270381004,807
270381007,68
270381011,698
270381013,734
270382001,857
270382004,734
272591001,607
272591016,684
272591023,1727
272591026,248
272591028,1502
272591029,760
275362021,1212
275362022,1212
276242019,518
276242021,518
276242022,518
276242023,464
276242024,518
276242025,518
276242026,518
276540021,802
277738002,1723
277738011,1970
277738012,245
278038005,1328
278038027,1740
278038028,1328
278038029,108
278038031,1328
278038035,1328
278038036,1036
278563001,1014
278811002,1520
278811006,1520
278811007,902
278811009,1015
278811010,1015
278811011,902
280256001,116
280256006,482
282832001,302
282832012,1207
282832014,1207
282832015,302
282832017,302
282832018,302
282832019,1207
282832021,302
282832022,302
283236014,685
283236018,620
283236020,685
283236022,223
283236023,223
283236026,555
283236027,1222
283236028,223
283236029,675
283236034,90
283532005,666
283937018,1018
283937019,115
283937023,978
284985037,1740
284985039,1740
284985044,108
284985045,18
285143024,1328
285602012,1160
286536007,404
287645002,695
287645003,918
287645013,918
287645022,918
287645023,695
287645027,918
287645029,695
287645031,918
288575010,712
288575011,1560
288825012,695
288825017,695
288825018,695
288825019,695
288825021,695
288825022,695
288825024,695
288825029,695
288859004,695
288859009,918
288859013,918
288859017,695
288859018,34
288859020,34
289597012,1069
289597015,1492
289597016,722
289597022,736
289834016,1526
290022001,869
290519008,122
290519011,245
290519014,1970
290519017,1377
290519019,245
290519024,1970
290675006,302
291333007,918
291333012,695
291333013,918
291333014,695
291333015,918
291333016,695
291333018,918
291333019,918
291333021,918
291333023,918
291338004,918
291338005,695
291338011,918
291338012,918
291338014,695
291338017,918
291338018,695
291338020,695
291338022,918
291338023,695
291338024,918
291338025,918
291338026,918
291338031,918
291338032,918
291338033,918
291338034,918
291338035,918
291957007,1434
291957009,1543
292453003,345
292453009,1117
292453011,1716
292453013,1102
292453014,898
292453015,537
292453025,1716
292453028,348
292453031,329
292453034,972
292551001,507
292551012,103
292551014,1994
293244001,695
293244002,918
293244003,918
293244008,918
293244010,695
293433001,918
293433002,695
293433009,918
293433012,918
293433018,918
293433021,918
293433022,918
293433024,918
293433026,695
293433027,918
293433029,918
293433042,918
293433043,695
293433044,918
293433045,918
293433046,918
293433047,918
293433048,695
293433049,918
293433050,918
293433054,918
293433055,918
293433057,695
293433061,918
293510001,918
293510002,695
293510004,918
293510007,695
293510008,918
293510009,918
293510013,918
293510015,695
293510016,918
293510018,918
294008002,1787
294008005,1166
294008009,178
294008036,493
294008040,1166
294008042,1210
294008044,1854
294008047,1166
294008050,1166
294008056,293
294076007,1572
294076018,899
294237001,1721
294895011,423
294895015,514
295873003,651
295873004,651
296366006,1422
296366013,828
296366024,433
296366031,1659
296366032,1069
296366034,613
296375018,258
296471021,824
296471024,1443
296471025,1443
296476008,1783
296476009,1783
296476012,1783
296476013,1783
296476014,1783
296476015,1783
296476017,1783
296476018,1783
296476019,1530
296476022,1455
297067002,1131
297067003,152
297078001,152
297078002,152
297078005,1266
297078008,1266
297791001,1622
297791002,1622
297796002,1430
297898002,1844
299668015,1844
299668017,1902
299668018,310
299733001,440
299733007,1355
299733008,440
299768001,1826
299768002,651
299841003,651
299841004,1329
300024006,1902
300024009,899
300024013,899
300024016,899
300024017,899
300024037,1706
300024042,1346
300024045,1706
300024047,899
300024048,899
300024056,899
300024058,1902
300024063,899
300024064,1346
300637004,651
300696001,651
300907006,1477
300908002,609
300908003,609
300908004,1477
300908009,609
300908010,105
301213001,666
301213007,1068
301213011,1555
301213013,666
301213014,1068
301227002,393
301227017,393
301227019,393
301227023,113
301364029,1941
301517004,1659
301517018,1312
301517036,235
301656013,680
301656017,680
301656018,680
301656026,680
301656028,680
301656029,680
301668004,695
301668005,695
301687001,695
301687009,918
301687012,918
301687013,695
301687016,695
301687018,918
301901001,1379
302311022,847
302311024,640
302311026,971
302334001,1788
302334003,1084
302334005,461
304576027,1335
304692003,671
304766005,870
304766007,671
304766008,870
304766009,671
304778007,1522
304778008,1089
304778009,671
304778010,1522
304778011,502
304786005,671
304786006,587
304786007,502
304786008,671
304946034,335
305304008,745
305304010,1457
305304019,1226
305304020,1457
305305010,63
305584002,964
305775003,918
305775005,695
305775022,918
305775023,918
305775024,918
305775025,695
305775031,918
305775032,695
305775041,918
305931001,1131
306307002,14
306307005,603
306307019,541
306307020,395
306307043,821
306307076,353
306847002,1328
306847007,1607
306847008,992
306847009,1328
306847010,992
306847011,1328
306847013,1740
307239001,1520
307239004,902
307239005,1520
307239010,902
307656008,78
307656018,1841
307656020,1762
307656023,1841
307656027,1946
307656029,1946
307847009,695
307952006,1704
308154005,1160
308154007,1160
308154008,712
308158008,1160
308158009,323
308158014,323
308158016,245
309434006,1783
309434007,1783
309434009,1783
309434010,1783
309434011,1783
309434013,1783
309434014,1530
309434015,1783
309509009,531
309864002,848
309864010,707
309864011,1333
309864012,707
309864013,1333
309864014,707
309864016,707
310091014,879
310091017,504
310091018,879
310091019,504
310091020,879
310091024,1153
310091025,504
310091032,997
310091033,504
310091034,997
310091035,504
310091036,1153
310091038,1153
310091039,1153
310091040,1153
310091041,879
310091042,1153
310091043,879
310365019,1197
311059018,73
311059024,1884
311059025,301
311059026,1884
311059028,878
311059029,878
311059031,730
311059032,73
312058003,1160
312543001,1832
312543004,1832
312543005,1832
312829006,1488
312829007,1488
312829010,1473
312829011,581
312878001,609
312878005,1885
312878010,1161
315352006,1390
315352008,191
315497001,1138
315497012,1281
315497016,1387
315497017,825
315497018,254
315509001,149
315509020,149
315509024,1297
315509032,714
315509033,1273
315509036,1387
315795001,1575
315795004,1575
315795005,1281
315987003,1138
315987004,706
315987005,1281
315987014,637
315987015,410
316008005,149
316085001,1708
316085002,1121
316085013,975
316242054,1776
316242055,1776
316441001,570
316441005,681
316441006,603
316441008,603
316441011,1130
316441012,1899
316441015,570
316441016,603
316441023,1899
316441024,570
316441025,603
316441033,560
316441034,238
316441036,353
316441038,1899
316441039,390
316471003,570
316471020,232
316553025,1722
316553026,703
316553027,311
316553030,44
316657001,609
316657008,1921
316657010,1885
316657013,1825
316657015,1921
317055012,1753
317348002,731
317812001,1328
317812011,992
317812012,992
318035003,458
318035009,235
318035015,1012
318035017,1423
318035018,458
318035022,458
318035023,1012
318035025,458
318035026,1115
318066004,1721
318066006,1994
318066013,103
318066014,436
318066016,103
318238001,175
318914001,479
318914007,245
318914012,479
318914016,479
318914017,1970
318914019,479
318914025,122
318914026,245
318914029,479
318951002,1160
318951018,122
318951019,122
318951020,122
318951021,600
318951022,1970
318951023,1970
318951024,1940
318951025,122
318951026,1970
318951032,1160
319811019,1723
319811024,1560
319811026,1970
319811027,1723
319906001,820
319906002,1447
319906005,820
319906006,1447
319906007,820
319906008,820
319906009,1447
320524003,1005
320880001,1039
321249006,502
321249007,1522
321249009,1089
321249010,671
321591012,1273
321591013,1005
322017003,1423
322017015,1830
322017029,1830
322017030,363
322017038,1423
322017039,896
322017040,286
322017043,1423
322322009,519
322322010,1138
322322012,410
322322014,637
322322016,1387
323274002,12
324375010,103
324502001,339
324502003,877
324502008,234
324502017,623
324502018,1799
324502019,1613
324946001,152
324963007,644
324963025,1423
324963026,1115
324963028,896
324963029,750
324963030,1012
324963035,750
324963036,1423
324963040,363
324963051,750
324963052,644
324963055,1423
325027011,666
325027016,1555
325087002,775
325087018,1261
325087036,26
325087041,1467
325087043,1552
325087044,1467
325087045,1467
325542015,979
325542018,52
325542020,1758
326885002,73
326885010,984
326885016,73
326885022,878
326885026,1884
326885027,1647
326885030,1884
326885032,730
326885036,1884
326885037,1647
326885038,730
326885046,1884
326885049,674
326885050,1647
326885051,1884
326885053,301
326885054,1884
327144031,918
327144032,695
327144033,695
327144036,695
327144038,695
327144039,918
327144042,918
327310001,1557
327310002,467
327310014,1236
327310015,973
327310016,973
327368019,1328
327368026,992
327821003,934
327821005,1740
327821020,1293
327821026,1036
327821028,18
327821029,1036
327821030,1740
327821034,18
327821035,1607
327821037,934
327821045,1293
328480021,101
329052020,1316
331062008,997
331062009,504
331072001,1500
331072005,1500
331093001,607
331093002,684
331093006,1502
331474015,1884
331474016,984
331474017,1884
331474020,73
331474021,730
331474022,73
331474024,73
331474025,984
331474027,1884
331474029,73
331474030,1884
331474033,73
331474035,674
331474038,730
331474039,878
332055004,458
333159002,101
333323008,949
333323015,949
333323018,67
333323019,1453
333323020,949
333323030,1041
333323038,949
333323040,949
333323043,949
333353009,1115
333353010,1115
334077001,302
335037001,1520
335037004,1520
335037005,1015
335896020,1901
335991001,1659
336125002,1721
336125003,472
336881001,1515
337777001,1810
337777004,1955
337777006,1974
337777012,1974
337777013,165
337777014,1810
337777015,165
337777016,1974
337991001,461
337991002,962
337991005,461
337991006,962
337991007,962
337991009,962
337991010,962
338016001,461
338016003,962
338016009,461
338016011,962
338400001,1520
338400003,902
338400004,1520
338400005,902
339252001,706
339252007,168
339252009,465
340223001,1122
340546046,917
341129001,152
341186001,1266
341242001,1407
341242006,127
341242007,1692
341242009,1692
341242012,127
341242013,127
341242015,1692
341242016,127
341242019,1692
341242026,1407
341452001,1598
341782018,492
341782022,495
341782023,1949
341782032,495
341782033,199
341782034,1674
341782043,495
341782044,649
341909034,1907
341909036,1907
341909045,155
341909048,1907
341909049,1907
341909051,155
341917002,1255
342034003,1473
342034014,581
342034016,877
342034017,581
342034019,282
342034027,794
342060001,152
342345019,504
342345025,1584
342345026,997
342434002,1138
342434003,1281
342434007,254
342840001,1254
342954024,1098
343973008,155
343973009,155
343973011,155
344534010,676
344625009,1090
344627006,418
344905001,1520
344956009,1951
344956011,458
344956021,1951
344956023,1115
344956026,249
345815002,1160
345830024,323
345830025,323
345830027,600
345830028,323
345830029,323
345830031,323
345830036,1160
345830037,323
345922004,149
345922005,1005
345922011,410
346539014,1522
346539015,671
346539017,1622
346539021,587
347182012,461
347200001,461
347975001,1160
347983037,712
347983038,323
347983039,323
347983042,323
347983043,1160
347983047,600
348168005,740
348330026,712
348330027,600
348330031,323
348330033,712
348330037,1160
348330039,600
348330041,1160
348330042,323
348330043,600
348330044,323
348330045,1160
348330048,600
348330049,712
348442015,1166
348657006,1074
348870001,395
348870006,1946
348870008,1946
348870009,1946
348870011,1946
348995024,1940
348995027,323
348995028,1160
349080001,152
349301001,785
349301010,1891
349301011,1601
349301014,545
349301016,682
349301022,682
349301023,1016
349301024,1418
349301025,224
349301028,785
349301029,545
349301030,682
349301032,682
349301040,445
349301041,224
349301045,785
349301046,785
349301047,224
349301048,1702
349669005,385
349669006,816
349669007,1029
349669008,385
350082029,1680
350082031,425
350082034,1308
350135015,479
350135017,479
350135018,479
350911001,168
350911002,175
350911004,1269
350911006,743
350911007,1269
350911008,825
350911009,1269
350911010,519
350911012,1575
351098028,714
351098032,1736
351182003,1329
351182006,1329
351332007,1313
351462009,86
351484002,577
351484009,167
351484012,167
351484013,430
351484014,167
351484026,320
351484027,167
351484028,1840
351484033,430
351484034,430
351484037,1505
351484039,320
351484041,1441
351484042,167
351771044,809
351771048,809
351914028,473
351914044,473
351933001,775
351933029,147
351933038,779
351933041,1467
351933046,1467
351933051,147
351933052,1366
352811001,1869
352811025,1430
352811027,930
352811033,1430
352811039,310
354041001,1302
354246002,1940
354246011,122
354246012,1940
354246014,1560
354246017,1940
354246018,1970
354246019,1940
354246021,1970
354307004,1732
354307008,820
355062002,1423
355062004,1830
355072001,395
355072002,14
355072003,395
355072004,1243
355072009,78
355072031,1243
355072045,1243
355307042,681
355307052,78
355307053,560
355325001,984
355325003,108
355421003,1265
355421004,564
355569001,395
355569002,14
355569004,78
355569005,603
355569011,1946
355569043,14
355569046,14
356004013,492
356174004,403
356289005,467
356289021,467
356289059,1766
356289060,467
356289064,973
356289065,973
356289068,1766
356289075,467
356289076,849
356289077,973
356438015,458
356438016,286
356438017,1115
356438023,1115
356693020,1069
357130011,1036
357130017,1293
357751001,1972
357751002,1739
357751003,898
357792003,734
357792004,1559
357792006,625
357792007,1831
357792008,625
357792009,1831
357792011,1559
358254004,1430
358383017,1660
358383021,1288
358483006,990
358483007,1427
358483009,1109
358483013,200
358753001,249
358753005,1277
359043005,1970
359043006,1723
359043007,1970
359043008,1723
359504016,52
359504019,183
359804002,472
359804013,736
359909001,1721
359909015,472
359909030,736
359909035,514
360295023,688
360859003,350
360859004,350
360859006,350
360950004,629
360950007,239
360950008,239
360950014,239
360950016,629
361401005,1546
361467024,1546
361467033,788
361467035,788
361467038,1210
361531002,1576
361531003,239
361531005,1387
361531012,239
362219001,1266
362219002,152
362931024,133
362931025,761
362931027,741
362931028,1327
362997001,1149
362997005,1923
362997008,1054
362997009,1923
362997010,1923
362997011,1054
362997012,1923
362997013,1923
364297017,1970
364297018,479
364297025,479
364297029,122
364297030,1970
364409028,1910
364409033,823
364409037,722
364409038,823
364409039,722
364409044,722
365025018,824
365058001,1137
365102023,1106
365102032,1106
365102037,1106
365102042,1106
365102043,1074
365439048,683
365439051,683
365439052,683
365439057,683
365439058,683
365592009,1601
366686001,1456
366686005,1113
366686011,996
366686017,1513
366686018,1148
366686020,752
366686022,1200
366686023,1591
366686024,1591
366686025,1969
366686026,1591
366859017,1421
366859020,169
366859023,1359
366859024,1421
366859031,1359
366859032,1415
366859033,414
366859034,414
367194001,651
367372001,1131
367376002,168
368038002,550
368038004,1950
368038005,1950
368038011,613
368300006,1415
368300011,822
368300014,169
368300015,1415
368300022,1415
368505002,102
368505006,1477
368603022,115
368603029,802
368603035,1503
368979001,178
369423002,1652
369423004,1652
369796004,734
369796007,1831
369796023,1831
369796024,625
369796025,807
369796026,1831
369796027,625
369796032,68
369796035,734
370594006,734
370594007,1831
370594017,857
370594018,1559
370594020,612
370594021,1559
370594023,68
370737001,239
370868011,1666
370868012,1666
370868013,484
372008001,1126
372008010,681
372008011,1904
372008012,560
372576010,284
372576011,721
372576013,1215
372576016,1215
372576017,1215
372628013,1889
372628015,775
372628016,775
372628017,1889
372628019,775
372628020,574
372860001,1622
372860002,502
372860024,671
372860041,671
372860043,502
372860051,1522
372860052,1522
372860062,1089
372860063,587
372860068,587
372860069,587
372860072,1089
372860073,587
372860076,587
373493008,1622
373493009,502
373493010,1522
373506001,1622
373506004,502
373506008,671
373506011,671
373506018,502
373506019,502
373506023,870
373506024,1089
373506025,1089
373506026,502
373506027,1089
373698005,1584
374762001,607
374762008,248
374762021,607
375248006,992
375248009,108
375248010,1328
375248012,1328
375248020,992
375248021,1328
375248022,726
375248023,1607
375248024,1328
375248026,992
375248028,1328
375248029,1328
375585001,1918
375585023,5
375585024,1865
375585025,1595
375585026,5
375585027,1327
375849011,395
375849019,975
375849021,1904
375849026,975
375917001,168
375917005,1575
375917006,637
375917007,519
375917009,1575
376172001,857
376172002,1559
376172003,68
376172006,68
377239007,1970
377239008,1940
377266015,1243
377266018,1042
377277001,395
377277002,14
377277014,1243
377277016,821
377277018,1243
377277020,1243
377277023,1946
377277024,395
377277025,821
377277027,1243
377277031,1243
377277033,1042
377277034,1946
377277035,1243
377277036,1120
377277037,78
377277038,647
377289002,1196
377436002,458
377436007,896
377436011,1012
377436014,286
378124004,1465
378124007,50
378124009,50
378124012,50
378124013,1465
378124014,421
378135002,1571
378135003,859
378135021,601
378135022,1571
378135025,1571
378135026,859
378135028,1571
378135029,859
378135030,1571
378135031,859
378135032,859
378135033,859
378135034,421
378135036,601
378135037,859
378447002,859
378447003,859
378447004,1571
378447006,1571
378447011,421
378447021,859
378447022,1571
378447023,1100
378447024,1571
378447028,421
378447029,859
378447030,859
378447031,601
378447033,1100
378447034,859
378447036,1571
378447041,859
378447042,601
378447043,421
378447046,1100
378447050,859
378447055,421
378447056,1571
378719001,53
379360015,1036
379360022,378
379360023,1293
379360031,1036
379360032,1740
379360033,1036
379360034,1293
379360038,378
379360043,1293
379360048,1293
379360052,1293
379360053,1293
379780019,956
379780024,603
379780027,821
379780038,1489
379780039,1489
379780040,1489
379780042,1489
379780043,956
379780045,1489
379780048,1904
379780051,1904
379963002,1131
380193006,843
380193010,1918
380193014,1113
380193015,66
380609001,1245
380609008,1379
380609010,230
380609021,1064
380609023,1379
380609036,1064
380609037,660
380609038,230
380894037,1394
381038003,395
381038004,1132
381038018,603
381038025,1762
381038026,821
381038030,1762
381038032,1468
381038033,1946
381187001,1379
381187006,1245
382127019,1149
382127027,735
382127032,1054
382127035,1054
382127039,1054
382127040,1054
382468007,974
383152002,616
383152003,1729
383569008,704
383569009,1731
384263008,15
384263010,627
384263011,1693
384263013,1749
384482001,632
384482002,1214
384482003,247
384482006,247
384482008,632
384482009,1424
384482010,632
384654004,716
384654009,442
384654011,1230
384654021,716
384654022,1896
384654023,716
384851001,1352
384851004,78
384851013,1841
384851019,603
384851022,821
384851023,647
386399006,1584
386399009,1153
386399011,879
386463001,345
386463006,898
386463014,1117
386678001,114
386678003,842
386681012,1112
386681013,950
386681014,48
386681016,806
386681018,1608
386695004,950
386859006,859
386859007,1450
386859019,1571
386859026,1571
386859027,601
386859028,859
386859029,859
386859030,859
386859037,1571
386859038,1571
386859044,1571
386859050,1450
386859051,859
386859053,1571
386859061,859
387348012,1054
387348016,1054
387348017,1923
387348018,1054
387348019,1054
387348020,1923
387348021,1149
387348022,1149
387348023,1923
387348025,1149
387348029,1923
387348030,1923
387426012,602
387444006,340
387843034,5
387843035,1918
387843036,5
387843037,1499
387843041,1713
388573002,552
388916001,962
388916006,461
389236006,1704
389388001,869
389479006,1758
389479007,1151
389892002,430
390469004,1654
390469005,1289
390469006,639
390512001,339
390512006,234
390512010,960
390512011,234
390512018,877
390531007,366
390531008,234
391032005,519
391032007,743
391032009,743
391032010,743
391032011,1575
391598044,864
391598046,864
391598059,458
391598061,80
391598062,722
391750001,521
391750011,1480
391750012,1480
391750013,632
391750015,632
391750016,632
391772001,521
392126003,446
392168001,144
392168010,1941
392168018,745
392168020,988
392168029,1941
392168032,988
392203001,328
392220001,926
392269007,1975
392269008,1975
392269009,1949
392269010,1975
392269011,1975
392269012,1975
392269014,1975
392820002,168
392933006,1339
392938001,529
392938002,769
392938024,1816
392938029,117
392938032,1816
392938035,117
392938036,1816
393321007,695
393447009,531
393447010,1885
393447013,105
393447015,531
393447016,1885
393750002,290
393772001,1203
393772011,566
393772021,630
393993002,1459
393993004,1459
394292001,239
394292002,239
394292006,1304
394292008,239
394522001,529
394522003,117
394522005,117
394798002,529
394798004,769
394803004,1313
394803011,164
395127001,529
395127006,769
395127011,117
395127012,1295
395127013,256
395127028,256
395127030,1295
395127031,256
395127036,256
395127040,256
395127042,117
395127043,529
395575001,1175
395575002,851
395619001,1543
395619009,416
395619012,1543
395619013,1052
395619018,1543
395658025,1193
395658031,1293
395658033,1193
395658034,457
395658035,992
395658038,1293
395658039,457
395658040,1293
395658042,457
395658049,1193
395658050,18
395658051,378
395730016,18
395730018,1293
395730020,1740
395730022,1607
395730028,1607
395730029,1293
395730030,18
395730035,1740
395730036,378
395730037,1740
395730038,1036
395730039,619
395730040,1193
395730041,1036
395730042,619
395730043,1740
395730045,1293
395864036,60
395864046,824
395864048,1180
395864060,60
395864063,1180
395864064,1443
395864065,824
395864068,1180
395864070,60
395864071,713
395864087,60
396135007,1352
396135008,560
396135023,1899
396135035,353
396135040,603
396135041,1899
396135044,541
396135045,1904
396135046,1899
396135047,390
396135048,78
396135049,835
396135052,1130
396135058,78
396135065,353
396690001,1636
396690010,1636
396690014,1636
396690020,1636
397068001,1644
397068012,627
397068014,120
397068015,1693
397068032,120
397376010,1788
397688006,1715
397807002,101
398074001,1248
398074046,1751
398074048,99
398074055,99
398074056,1738
398074059,660
398074065,1751
398074069,618
398089001,209
398089002,11
398089004,209
398089007,11
398089010,209
398089014,209
398089018,209
398089023,209
398127007,209
398559008,676
398814001,1973
398814002,1215
398829001,1352
398829007,353
398829008,603
398863005,169
398863006,1049
