article_id,cluster
629023010,1550
747472005,1521
727642001,1363
726375001,1242
660886001,1859
630313008,749
696228002,601
808237004,885
767126004,1277
817353009,1862
686716001,760
525563029,1989
665509003,1929
706961001,91
453358003,611
816556003,1633
908467002,855
824803001,752
654705001,135
699923100,832
639833001,889
624684008,296
609719002,1951
745232003,1364
820484004,1565
625103001,1308
715624040,1018
681964001,638
863644004,1008
853393002,748
698319001,69
894320002,1308
508640007,1992
757222001,1055
395127031,853
736098001,1031
648964001,1533
673363001,1481
808608003,306
604971001,1619
641627002,848
764500002,1570
733506002,1291
822346001,223
472844004,1349
823671001,1569
536699005,156
674482003,2
794238002,1664
153115021,1601
762896001,435
579695004,110
727880003,744
291338020,1781
854885001,1621
695815001,1326
631072001,118
479372002,345
818890001,1508
715624054,1193
780418002,535
908652001,585
489838009,842
852513002,954
613942010,1844
771617002,1435
861560001,70
685813018,708
525335020,177
582480013,1892
824227003,459
581293002,1888
732386002,352
645895004,1278
697097005,1056
291338034,1490
762896015,435
935692002,745
658298014,552
745816001,914
790248006,106
533404032,1226
693350001,109
640674001,1320
604355003,23
595686001,355
757017002,908
649677003,712
717773007,1139
763785003,1401
699923114,1824
378135003,365
570003044,1282
830507003,1159
574282001,747
868894002,1904
713943002,338
588836001,1812
736198001,344
519749004,1324
537042001,1893
617547002,1237
616070002,954
549961009,1799
651548001,748
669747001,69
586955022,1344
762996001,1695
759391001,253
572845002,323
811235002,1335
895046002,15
838762001,752
561222001,1377
832778002,515
808848002,114
742382001,1417
515769001,1591
637980001,91
388916006,1007
784784002,309
771273001,456
576775013,203
816586020,331
743737002,1051
778270003,11
764582001,354
817161003,1389
909701002,1720
443860054,977
753209001,296
615307004,836
555432003,990
625181002,86
849635001,1540
680391003,446
633929002,861
880164001,1355
685814011,1835
705069001,1484
558498002,103
839486002,1808
835557001,1101
702495001,928
762318001,1508
739265014,1282
769635002,1565
739898011,995
879542001,414
633574001,1987
850015002,1491
678280003,654
665045001,586
803256005,1142
901679002,773
734178001,788
544726002,1393
767577043,70
533274003,922
576262001,1618
577755001,799
780361003,15
555292005,1527
789362001,1834
646259001,6
811495004,120
715099003,816
842996002,1596
694124006,604
392168018,1875
660459001,468
536139003,1519
708456011,1206
813406001,1826
700828002,1377
598604001,1311
738236003,5
698655003,579
641187004,1492
648439002,1325
494074002,987
547300004,1525
863587008,159
545449032,989
619739023,1700
876144002,34
408875018,1874
561552024,814
882184001,981
766233001,1055
665696002,1100
712594005,167
690430001,1218
755511002,1367
671301002,1841
839959002,1388
660308001,484
738567003,1100
812660001,712
890985002,1159
739362009,826
877017001,95
766917003,64
720658001,781
875084004,818
699846001,1422
760876015,435
599757002,916
879248005,286
886218001,1439
746303003,1633
487205009,243
521782001,1545
688105013,30
701760010,233
652228001,1142
609355014,276
540269001,1372
708169002,425
886549001,879
505882006,332
801863001,1996
433275011,1780
481912029,1182
690054002,280
657165001,634
749845001,1411
736763003,320
800396003,1948
748438010,806
909869002,1871
793573002,1878
869418001,201
722475020,836
529008027,841
731082001,391
806140001,84
744543005,817
750238001,575
507431028,1593
733011004,1279
818621006,24
724773001,1466
584631061,757
716654008,1248
695448002,1475
745298001,1593
923536001,1970
632376002,1428
664647002,950
883155001,1879
640156004,1993
772513001,268
754291002,737
743904012,884
596400001,45
897775001,17
657165015,570
809022001,1438
623799001,628
772448005,177
642523001,830
748438004,1723
554867007,1464
256096022,1705
615525001,823
507564001,1333
739533009,554
855509002,316
578630008,47
739941002,760
598704001,1812
935978001,911
658756001,635
794934001,1296
662866001,753
724395001,1695
739150003,940
730153001,1099
738815008,905
596400015,467
474471021,1241
741755001,377
734729001,228
626385001,237
835457001,1816
760876001,435
871176003,816
688105007,30
310091017,426
857349004,680
625961005,509
519583038,950
632143001,1849
768553002,363
662448007,967
842914001,1412
616849016,1502
633325001,257
608922001,534
578480001,1165
564372003,1997
807642002,791
485542006,1485
709254006,240
681657005,1498
681917004,159
493425009,566
512317002,373
789262001,526
563493001,562
596164002,588
552473007,1713
734078001,84
664323001,1253
772345008,381
705525003,429
615792001,30
921909001,202
878511002,1719
674528001,1808
668767007,202
599084001,1329
910314002,1215
693572004,1248
845280001,1154
888229002,1911
684210001,290
553271004,258
736923002,601
544513001,874
817049002,138
619739037,1781
740606002,1329
545449026,462
628331008,21
574228003,1489
748269010,1933
620197041,488
664747002,389
685076001,1218
799338001,722
790686007,201
858854002,1659
584510003,358
806711001,1478
769400001,66
708285006,1550
884976001,817
584298010,693
732808002,936
578166001,273
615141002,1704
792797001,1029
719731001,1683
576684001,1085
720758001,1165
568458002,781
666656004,594
671665001,688
766006002,1531
691463002,1297
607940001,1287
507651002,1599
695966004,1801
829643003,313
570303003,306
617534013,149
746552003,1484
663515001,642
885870003,446
709034010,995
805706005,1298
757303018,1827
698840003,283
690789004,1714
589818002,303
723370002,1796
719300003,170
722907003,1349
583802001,989
620424040,862
712390004,1839
767911001,527
679031001,1808
539844007,1801
516000019,1324
764119001,1375
430157002,1074
786971002,1948
711165001,795
662773001,1371
535724003,1489
616238001,682
753692001,1302
696631001,1970
591181001,234
882942002,1436
532275008,1009
501134001,195
826674002,524
687169002,990
640467006,421
767893002,455
814330001,1204
630994004,1406
884385001,294
870345002,1497
761505001,222
749650001,357
826541001,313
642881001,603
507431014,149
662868004,753
578630020,296
662295001,1807
653275007,47
510208001,1930
708352004,397
632223003,693
806804001,113
723696002,1736
784415006,489
851802001,146
749101001,1956
902400001,702
792882001,1802
743099001,1340
576991001,436
635440002,395
798898002,93
756768001,1504
474471009,1241
702837001,11
811419002,1648
829147002,1000
828470002,578
781758006,6
696486001,1392
856121001,1530
681919001,711
840989001,1463
752090002,1045
795311008,1128
542143001,450
774043001,799
694344004,1684
865943003,1744
768406017,958
813926002,1068
572938002,718
857347001,1244
691844008,340
844660003,1844
605571010,556
742742005,768
481912015,1495
642643003,956
778929001,1925
533570002,1029
595779002,702
749334002,293
641701006,431
587829001,1953
781758012,1125
644073001,198
775192001,515
769920002,819
591081001,1526
878831001,234
768406003,107
921429002,894
466948004,188
724413003,326
752744008,535
556763001,230
826774002,56
605571004,1442
720656004,1549
597506003,592
634591002,471
737134001,1349
858225001,669
687069002,706
766919006,505
705470002,942
574719001,1009
814230001,706
722475008,1131
852940004,990
736581002,496
611388003,934
801443002,940
525241010,449
640158001,1161
657165029,4
904230003,1756
781781001,1961
511924004,987
625868009,1953
828114001,1377
653275013,883
702213003,233
570163001,1715
662673001,11
886178003,1419
616338001,888
586661007,1436
677182001,1397
584631049,757
867909001,1833
873132004,1924
832361001,799
665192003,1228
755544003,416
782901006,1417
744938002,1641
857516001,1322
840889001,468
891092001,622
864565002,680
593858001,394
698899004,1776
816805005,1549
839579001,1464
699753001,984
698264001,472
766153003,23
751998002,6
752981003,149
651264001,1426
542712001,1114
578822001,1434
836540005,906
739461001,1025
567534007,527
651899004,41
717755003,1117
738569006,136
565425001,1893
554772013,566
491913011,940
565198005,1638
837448002,20
724866001,1976
408875030,1874
814105002,256
620424054,377
690992001,304
628535009,1647
613340002,542
761061002,1065
849648001,190
645671002,1154
652113007,94
871316001,508
697201008,622
780750001,447
678942023,1231
724905001,156
584277002,334
555326013,15
651285002,981
647781007,1207
701085012,1443
890544002,449
612854003,304
500815003,440
798979001,602
742177018,693
814877003,430
621767001,265
704440001,1110
862990001,134
816591010,430
618331006,1633
607167001,1144
509994002,1766
453445023,225
807242020,1087
842384001,1933
865131002,1870
682623001,1745
651456001,296
658304003,1758
739502001,1417
697813023,126
820936001,143
866939002,1346
890397001,866
636996006,221
607636001,1057
642960002,808
874669001,121
575447005,1506
537085006,1358
645749006,1007
650505002,1356
714498002,583
590206002,1342
657759004,212
722964003,1589
607503002,232
711106001,687
563276003,1398
698032002,686
743932007,106
672793006,1156
501568006,1037
643833001,1907
755715009,1538
812816001,276
715343006,163
584791002,1764
884535002,953
696890003,1133
644092002,1186
806412003,1573
579990001,1704
849214012,1241
662369053,302
356289077,658
626263023,765
645427001,490
697365001,279
523490005,1313
771709002,1055
619561025,47
621760008,638
705242002,107
741823001,466
654193006,1369
790038001,51
749974009,1456
748031002,317
860618001,1819
823165005,480
738282001,1105
781820003,1549
614540003,285
733349002,1441
849214006,1241
682723001,1873
566486013,1831
794477002,484
887859001,321
800573001,1460
833500002,1181
809570003,25
515026001,1489
766921002,316
642720003,568
568652024,1859
283236022,781
663743002,164
857224001,1816
899294003,1025
739402001,723
626815001,873
615726003,263
774120001,1875
733027005,344
871424001,164
528164001,521
717876002,1527
537085012,152
625114031,993
743729002,240
852169001,548
814166002,1209
619468001,1428
722593002,247
704211001,866
749484015,884
643628004,476
862103003,1228
634196001,1041
628924002,710
561758016,1349
698385002,554
749062001,597
657942001,1288
825997005,1419
683396002,406
747780001,1079
694149003,316
858517001,976
670435014,1111
816591004,430
547058002,473
827571002,998
453445037,1063
508184020,59
515291001,1870
651456015,296
608005001,936
891246001,449
744111007,1779
870577002,1869
254457031,1258
639558003,848
822203005,1662
697813037,743
697534001,932
487750016,278
739825023,95
807774003,1530
768465003,358
697089005,743
781660002,1969
685616009,107
815764001,1528
902107002,1821
692679001,1903
678942037,1237
832453001,1032
621381001,56
635147001,791
618655005,937
696181002,1114
752597001,1463
676387001,911
639976005,954
555326007,281
660683004,1523
564497001,45
590457002,3
697050016,1784
810378001,1419
701538002,1523
746000001,124
572797039,1509
634321001,978
649669003,309
723930009,99
684980001,1664
527657001,1273
723542002,878
671057001,159
754370001,1228
649509001,815
508184008,1398
720386005,1242
618899002,542
809525002,482
766974003,1297
888024005,374
615022002,356
638870007,1070
750488002,1159
680258001,16
879796001,497
652356044,302
856806001,1378
724692002,1064
714345004,781
730454002,507
763617005,1481
679232003,1231
876212001,485
815456023,1510
526751003,1454
787654001,1398
792027002,1605
713997045,1585
576134002,1114
582449005,421
735719002,533
640664004,1884
732545004,115
805487004,4
585955002,311
579010043,762
708088001,995
572797011,338
717032002,524
293433027,82
835941003,1243
870957001,620
742177024,1125
628631002,887
596463001,842
634013023,6
772570001,1207
583392001,200
621972001,1775
632020001,761
878016001,183
659280002,1813
709466006,1237
819851004,119
746260017,984
798459002,1819
622314012,344
684021099,1824
808718006,727
740301001,299
792312001,3
740450001,1853
713019016,1617
789301001,1329
651558004,1272
834752001,1404
873158008,1312
840219001,1987
677827002,930
625114019,993
739822002,166
535143002,1205
659453001,87
769085001,1868
873915004,5
762015006,435
753342014,166
806394001,1052
876127002,384
809141001,1807
533022014,106
719236002,1435
656686001,425
755223002,705
816598008,1835
844463001,1750
684695001,571
670655002,1563
719655008,1919
766501001,879
691164001,1003
806178005,1797
828933001,1251
659302001,1597
662905001,708
753219004,205
675127005,1398
796239001,468
725327001,182
724610001,247
639069001,568
872568001,904
697814002,1036
665542002,1216
792127002,206
903910001,52
640824005,752
863561002,601
684273001,1750
596563001,648
604514006,1795
851774001,1180
643591001,151
814762003,560
576765002,398
635049004,1902
890511003,1834
898598005,1484
717132002,1114
609812002,1266
639738001,826
556849018,817
716587001,459
609990001,374
682936001,1475
746260003,984
570431003,261
946095001,438
699925001,1241
637158002,1183
927792005,659
723862001,920
741581001,1661
767203002,835
568652018,1003
909888001,80
494428011,1324
642675002,904
793592001,106
897423002,236
637609002,1055
531284012,550
745528002,1041
662321003,356
513743016,490
651558010,1499
923286002,418
690202001,452
691735001,1913
559630009,1817
756687007,405
678687014,1180
610234006,931
721928003,84
814879006,1898
640664010,1884
618840005,884
685602040,729
601780001,385
739922002,1222
789383002,65
866248001,1293
505838001,185
615217001,887
731407001,79
730130001,1608
572797005,320
726998001,1137
913688003,344
857855002,1061
696785003,1585
628586002,1827
718262008,487
809710001,11
621735009,334
875350004,888
889319001,154
642393002,966
852458003,1580
784856005,1904
850176002,826
855944004,1786
788067001,486
696947001,616
834103001,1288
694478001,1229
834652001,1318
703790001,507
663793009,168
608941001,1829
470789028,13
549403007,859
769007002,228
730454016,494
802153005,194
453026001,10
452511001,1853
664340001,709
772014002,1190
670186001,636
516131005,894
613952001,1914
635190003,57
596107002,1264
618682007,187
694765003,1875
528019001,1461
619515001,918
618022001,805
832799001,395
749044011,162
525500029,1464
743914003,771
793185007,1609
838783002,1316
686024001,1314
748428001,1544
827739001,971
740716013,1365
551045004,604
698805007,1555
783917001,517
942987001,515
763451003,1144
811585001,722
696125005,374
504152002,1308
777855001,1741
617424002,771
638958006,497
485552003,550
815902004,553
756776001,26
568861008,1341
667697001,1885
693917003,1597
656677007,835
706091003,511
628326004,354
764563002,1377
684209020,1817
802931001,1646
621474006,1760
648907001,1713
581275008,53
537670001,1199
587026014,31
760866004,1632
585302005,1084
721900002,1680
358383021,1960
641571001,1555
678518001,937
887200003,1416
886737003,1498
733101001,1910
614848001,375
652847002,1978
518595003,1618
624543060,1485
573875001,404
349301011,1838
728112001,1204
589017003,1601
839752002,1350
684021066,1824
755768009,1291
641220001,1584
719070004,336
594350002,857
771774002,1530
764085002,1565
698470005,1663
488614012,1501
707851002,1838
575461001,29
798903008,929
893955001,866
750717003,357
523150001,1310
864371006,817
511414002,147
878483004,1032
857453005,1030
822192001,74
804610002,1282
791223001,1370
816940001,1858
574607001,913
636547003,599
558579001,1324
583785007,1884
684588003,50
488614006,674
720953001,1557
510869007,1977
708673003,417
837285001,555
775686005,1576
485673061,1277
668213001,1450
669724001,563
857453011,251
709415003,254
684824006,594
801768001,1803
539092001,1416
692844014,1888
881361001,136
667144002,1973
861167002,1436
547441001,649
903778001,1597
651905007,1369
565186005,1764
892906002,159
645065012,1896
912312008,1672
646676003,1661
871308001,1870
510316001,909
873966001,793
554450034,1711
507883011,1066
579125007,706
502306003,1253
655351001,196
638958012,1276
768931018,467
566046003,1297
716958001,553
639525003,1390
537346022,516
738859014,82
633152027,1731
734922001,981
784383001,349
868500003,1523
501620011,639
707611003,1260
742156001,426
869766003,297
875094001,1670
909457001,1543
474461030,1241
532102012,744
771125002,174
783707151,1087
539225001,624
579541004,363
660590003,634
752468002,607
751471003,1510
505083002,528
776984001,808
783333003,1122
534164019,969
884319002,1674
638981001,537
542439002,1897
865428001,959
711297005,1243
743914017,1978
623992001,448
749044005,1617
853694001,444
756212002,670
803173003,239
802444003,331
909284002,1468
692155001,191
874370002,467
614948001,217
733001001,14
829991004,1162
652947002,1750
689146001,230
759796002,1328
797866001,1373
624662002,573
609170006,1330
694739032,1653
777640001,1035
708626002,1394
733361003,1505
630884001,230
818551001,1069
819066001,473
855073001,808
709023008,1485
617903008,323
552604009,1341
787178001,904
767983007,961
877009001,123
604056001,729
809558002,315
713997086,1742
718449001,1211
589526001,181
767192006,341
811203003,37
399256002,669
892791001,51
587026028,1388
659699001,360
578599008,1959
762762002,455
739659042,1693
731521005,156
519863009,227
519936034,1485
746073004,953
869406001,121
686960001,155
665182006,832
718076006,1231
597678001,599
719541006,1032
764758004,1770
610312002,1894
778517002,1758
737311013,1133
566326001,180
661496001,429
694161002,123
586120002,128
472064019,288
742912001,628
908924001,717
817533001,223
744139006,604
674052002,1849
840535001,1057
715914001,261
703401005,298
835549001,1273
565338009,674
660294002,1852
759901001,283
928461001,978
717196005,729
647770001,1310
762457001,201
683267004,1585
906997001,93
787123005,1525
767325006,508
686515003,253
831462001,791
914745001,1807
589521008,1277
764843001,1952
754769002,1106
665082012,1609
658119001,677
626448002,462
733845001,1079
299668017,450
708242001,1492
674681001,888
777224002,928
683109003,1069
299733007,1332
661621001,1774
811927001,638
690193005,1086
462162014,1158
785763003,251
577425006,1931
832697004,781
711593004,1059
915523001,720
589748012,1456
770869005,138
604785002,863
815579003,783
868031001,285
665082006,513
832271004,21
630325009,832
892421008,149
752948001,213
674536001,462
807238001,1898
751140001,909
624543048,1485
750477001,1224
762133002,704
694061002,1807
905957007,664
691713005,335
778725008,862
901452001,548
817706002,799
589748006,1456
301364029,1030
713875003,1622
618319007,6
877109001,1076
693602003,1784
481148015,1332
525256008,277
907846001,978
689014009,1436
708726002,1875
661414002,139
647396001,1574
708345008,430
890602004,320
681143001,183
675183002,1897
751793002,643
866651002,1320
863123005,881
718549001,1017
558980005,479
901281002,653
896169002,1819
524302002,1283
889682001,1908
624066003,93
708342001,803
826200004,1561
853881001,286
525500001,1464
845778001,1699
754138002,742
508543005,1616
735382002,1223
635283004,57
711493004,339
698328009,1636
569244001,1985
720473002,1682
749640004,1257
818764002,331
782182001,984
658748001,69
865791004,1764
498740017,1565
549850001,115
573760001,957
892377001,632
663970006,1249
752814018,419
675465002,11
680192001,1226
890919001,1357
781613013,369
763731001,528
650643004,731
611410001,1371
869162002,154
852374003,1521
707015002,578
713997092,1585
749699017,439
564991006,1523
689980002,1546
579541038,154
478022003,1548
855080002,1145
789669002,1352
651030007,1501
564314027,505
675721001,1382
807249001,1131
894758004,724
816240002,237
377277035,1111
640039004,1357
784192003,1210
844089001,886
611005002,1931
798131001,212
889771002,1660
698387013,950
707351001,1901
862368008,787
751660001,115
782415001,1120
867295001,1072
520509002,1009
697758003,680
856888002,1487
537896002,1093
694741002,493
541631001,1434
695909004,1216
586682001,292
370868012,502
787758001,1341
705240007,298
426609038,1649
636332002,281
909884001,1435
779782001,1245
831177002,436
569100002,412
643678035,1108
383152002,139
589306001,1315
745275002,660
661465002,1398
821449001,1213
819117001,581
867446002,95
749631004,530
785018013,98
721135002,709
670334025,1498
825084001,287
497653003,592
721488006,1417
564073004,597
796335001,482
769102032,390
697564030,1821
867022001,752
733934001,445
762796008,1335
818044002,316
843873006,481
689873001,64
719687006,1364
784474003,655
860901001,1530
538976001,772
547780020,911
824360002,124
734017001,1491
903569003,1086
706553002,379
623934003,422
803468005,1115
820498001,145
794575007,331
681385001,321
871908002,1370
763011001,789
873366002,118
457892003,1803
555640001,1180
631488004,1162
638136002,1660
517729102,1609
627360005,369
870193007,204
841173001,720
563610005,86
816175001,1233
853163003,1432
687602003,1818
648385001,1933
649254001,1401
838865001,1942
577030005,1506
932383001,1439
718438001,1211
733441003,1676
835563005,1084
523625014,288
823876001,751
745199006,89
789407005,29
744113002,590
660703002,225
608007004,23
745375002,134
676207007,998
733310003,962
464297022,231
812608008,1590
877078001,360
888595001,130
480304005,1346
670334031,1193
618917001,879
610363002,822
717583006,806
747899001,68
872335001,943
750506001,1155
759637009,1267
716258002,1995
727845001,1080
762853003,1133
719530006,1798
790505003,667
670942007,1711
460891004,778
634323004,547
782620002,1136
663010007,1953
695043001,1068
724429002,749
686564003,1133
722342004,1242
723675004,1257
247072022,774
933403001,591
755610005,44
643678021,1612
672748004,1008
656059002,1525
687702003,1948
673882001,11
610056001,496
735371001,125
694225001,1321
759970001,447
872000002,1611
715398004,1322
587753001,805
624646003,281
662909001,1308
857959002,247
660367001,881
744577001,894
751286001,72
777504002,634
617975001,1587
886270008,1543
801328003,1764
539723042,1204
673900002,1750
860983002,957
734528006,10
769089001,456
557651007,1847
708233001,1176
675070015,1079
806965004,1850
660436001,1729
797053001,11
537461003,805
745711001,1031
855466002,924
823763001,821
677589002,1779
738873010,750
683549001,873
676503006,1802
312829006,342
810710002,98
625740001,1504
701150001,247
838770001,1364
664319014,827
588588004,345
859077005,566
476583021,266
618780002,1301
693726002,1016
790383001,1901
757330001,806
477507008,678
672017001,1383
710608002,1194
822505001,464
849218006,1242
668533001,761
625193002,1488
570002038,1220
878987006,729
675934001,1110
890448002,1063
760084006,228
798288004,1486
692393001,1069
933032003,1477
574312002,470
552490001,764
903058001,170
824911001,1798
859319002,182
944231002,1443
847694001,147
771261001,767
686604001,1549
524959005,1018
693242015,1809
890319002,247
660369004,873
804454001,1932
811958004,590
715126008,1377
695323003,950
594987017,461
561087001,1324
547845003,743
714416001,1773
812683013,1439
520829001,1190
572957016,642
745986002,523
759134001,1015
769814012,1847
695807001,680
774177005,1438
697269001,462
812898002,499
836574001,212
578816005,834
818882001,1878
716929001,1523
739455005,141
559482011,1513
670233004,1998
894085002,841
678707006,506
757187001,1935
711188002,914
808801006,1552
500153006,942
640666001,76
581452001,624
497706002,81
757005002,1109
632446007,1915
854915002,737
849490001,1481
617660001,1134
921295001,1480
696430006,107
513325004,842
822161002,247
630384002,669
732216001,967
714594002,886
617131001,310
592624003,1778
701265002,1034
633960006,1143
780824004,237
556539016,319
622969005,1268
699358002,110
895361001,1949
894656001,1481
673144002,733
765210001,1184
693342001,1660
764727001,241
755887006,570
580634001,1553
852734001,1553
881541001,790
552590001,195
619235001,1155
711940004,1786
583776004,918
736108002,1985
767925005,80
697564018,1821
849727001,943
567875001,472
890219002,1155
651289002,381
625882003,1096
212629049,632
595272001,480
851936011,296
654046001,987
863538003,1598
451556008,1541
860521002,1698
853552001,1103
648976001,401
594987003,1495
791488026,429
500780011,1455
693177002,635
822354001,414
823663001,1453
631486001,1885
689389031,404
796704003,509
617036008,554
762884001,1563
732311008,224
753724006,50
701050001,974
625640001,1885
813609003,1140
572957002,1812
478992009,1885
608943004,665
738768001,48
701701001,114
559482005,243
576303004,837
678707012,1709
710708002,374
838121001,1827
839416001,466
406979007,1647
650258002,1206
598665010,1690
870044005,61
765441001,1022
875736002,315
568817001,1432
713199004,1601
721160003,456
722179002,137
705671005,1781
610081003,35
577250007,97
672573002,388
850241004,418
894756001,826
693242001,516
701057008,741
811958010,1636
732316001,145
598283004,56
624042002,1110
795428001,1774
854004003,313
804661002,1190
738873004,1708
805356002,1870
522347001,1112
812189003,365
639305003,1612
687106002,709
526708016,832
574676001,36
427159027,450
588588010,332
667300001,1701
881125002,308
770100008,816
880343002,852
790034001,253
757087001,1651
825153003,406
466381011,1462
758252001,398
624691001,1197
829962007,1802
716829001,1382
564419002,1112
818982001,353
576714002,340
671519006,245
877087002,840
897281001,25
612730003,1979
489905001,157
900169001,950
682238007,802
724130001,1675
674606026,565
780957001,549
823889002,859
878503002,266
891846002,1477
812294001,466
557026003,394
738193003,183
704758027,1417
596243001,1117
458428036,1158
400296011,381
611415025,1368
755458006,415
563636001,760
501722014,127
838918001,1000
687399003,1756
816759015,1746
691471002,1443
526512009,767
820652001,1120
633180001,3
703556001,435
910284001,612
783707031,218
695389001,1711
703207001,1966
810169003,906
730889007,1148
659146002,744
293510007,82
731743002,215
502660005,1511
678125003,927
690617002,1775
690957003,1527
595489003,633
699954001,1901
568838009,146
739092020,989
681096006,1291
567017005,1331
617808001,1464
579776002,1297
818768002,443
571598033,264
768392001,125
914118001,1245
741985003,363
563160008,694
844243001,1416
516903024,1491
606322009,950
754925003,1417
545281001,178
568593005,296
924623003,1293
620425014,1915
730610001,193
841260006,1417
835296002,352
630851006,91
739953002,912
677956002,884
554546044,950
517880010,1110
545303002,1540
628324001,825
671777015,1705
787592001,1252
665606001,1247
897358006,1037
678392003,1367
551694002,1341
816108001,1330
606983001,1095
557248010,1766
855935004,958
379360032,1128
564786017,666
768210002,787
647490005,680
763280005,708
879450001,684
548614007,1619
821683001,51
700514004,1447
680578001,1028
717690001,61
592539001,428
702161001,544
634761003,644
686419017,378
671777001,1913
863592001,1992
844727002,1819
816919014,1148
740696001,1290
635164009,1800
611547005,1279
735357005,1725
825771006,888
649578001,1804
845541002,1674
671026001,946
681114011,44
701969001,1063
681373026,202
565183009,94
506098006,601
795164003,978
659046002,285
758470004,442
548614013,1293
630888001,495
564786003,1180
557248004,1766
777273006,324
867104005,340
788223002,325
485678040,1292
818162006,1125
684021106,1417
907788003,35
658329032,782
569248015,1231
773036001,333
704658027,410
773767001,1642
685635001,1658
903861001,120
613456003,478
629426002,1601
824495005,680
828919005,984
782568001,101
760240003,430
724761001,609
841260012,1648
732534004,404
785401004,351
665706001,1454
583787002,1797
620850002,215
816759001,977
695583005,1664
751428002,1357
920159003,715
716110001,594
694509001,1498
789370001,1296
626297001,230
823850005,1431
586219001,1097
663281003,1317
840084005,421
810169017,906
512554002,1218
783186006,657
694258001,601
519079001,742
807001002,927
293510013,71
851530002,79
876785001,864
629042001,1597
253448001,139
833951001,1950
605658002,1084
755631008,1041
594581010,162
643657001,322
859186003,396
692846011,1676
762288002,1108
857924002,1662
573284038,115
796248001,524
659373001,729
812672001,680
682238013,802
399589015,1893
820336002,423
758805006,406
625506013,1330
615437001,283
614100001,243
866468001,712
659422001,156
598616001,1023
554541059,950
698647003,225
395658051,885
607427003,170
611415031,1575
691644001,699
686126004,981
687411004,635
877461002,648
816759029,977
721273010,313
858080001,1816
877841001,693
678861003,1845
501722028,1125
774151001,259
651276001,685
548110012,950
510074006,330
